household_id,census_division,census_region,driver_count,household_income,household_size,household_workers,home_type,household_location,number_adults_household,vehicles_per_household,travel_date,travel_day,urban,vehicle_type,hybrid,make,vehicle_age,vehicle_commercial,vehicle_delivery,vehicle_rideshare,fuel_type,vehicle_year
9000072747,West North Central,Midwest,1,I prefer not to answer,2,0,One-family detached,Urban,2,1,202204,Friday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,4,No,,,Gas,2018
9000072751,Pacific,West,2,"$35,000 to $49,999",2,0,One-family detached,Urban,2,2,202205,Monday,In an urban area,Pickup Truck,No,Dodge,6,No,,,Gas,2016
9000072751,Pacific,West,2,"$35,000 to $49,999",2,0,One-family detached,Urban,2,2,202205,Monday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Honda,3,No,,,Gas,2019
9000072762,Middle Atlantic,Northeast,1,"$50,000 to $74,999",1,0,"Townhome, Condo",Urban,1,1,202204,Saturday,In an urban area,Automobile/car/stationwagon,No,Ford,11,No,,,Gas,2011
9000072770,New England,Northeast,2,"$75,000 to $99,999",2,1,One-family detached,Rural,2,2,202205,Monday,Not in an urban area,Pickup Truck,No,Toyota,14,No,,,Gas,2008
9000072770,New England,Northeast,2,"$75,000 to $99,999",2,1,One-family detached,Rural,2,2,202205,Monday,Not in an urban area,Pickup Truck,No,Chevrolet,12,No,,,Gas,2010
9000072787,West North Central,Midwest,2,"$100,000 to $124,999",2,2,One-family detached,Urban,2,2,202205,Saturday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Mitsubishi,4,No,,,Gas,2018
9000072787,West North Central,Midwest,2,"$100,000 to $124,999",2,2,One-family detached,Urban,2,2,202205,Saturday,In an urban area,Van (Minivan/Cargo/Passenger),No,Chevrolet,18,No,,,Gas,2004
9000072814,South Atlantic,South,3,"$175,000 or more",6,1,One-family detached,Urban,3,3,202205,Tuesday,In an urban area,Pickup Truck,No,GMC,20,No,,,Gas,2002
9000072814,South Atlantic,South,3,"$175,000 or more",6,1,One-family detached,Urban,3,3,202205,Tuesday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,19,No,,,Diesel,2003
9000072814,South Atlantic,South,3,"$175,000 or more",6,1,One-family detached,Urban,3,3,202205,Tuesday,In an urban area,Automobile/car/stationwagon,No,Hyundai,15,No,,,Gas,2007
9000072820,East North Central,Midwest,2,"$50,000 to $74,999",2,0,One-family detached,Urban,2,7,202204,Thursday,In an urban area,Automobile/car/stationwagon,Yes,Ford,6,No,,,Plug-in hybrid,2016
9000072820,East North Central,Midwest,2,"$50,000 to $74,999",2,0,One-family detached,Urban,2,7,202204,Thursday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,4,No,,,Gas,2018
9000072820,East North Central,Midwest,2,"$50,000 to $74,999",2,0,One-family detached,Urban,2,7,202204,Thursday,In an urban area,Automobile/car/stationwagon,No,Suppressed for confidential reason,14,No,,,Gas,2008
9000072820,East North Central,Midwest,2,"$50,000 to $74,999",2,0,One-family detached,Urban,2,7,202204,Thursday,In an urban area,Motorcycle/Moped,No,Suppressed for confidential reason,15,No,,,Gas,2007
9000072820,East North Central,Midwest,2,"$50,000 to $74,999",2,0,One-family detached,Urban,2,7,202204,Thursday,In an urban area,Pickup Truck,No,Ford,14,No,,,Diesel,2008
9000072820,East North Central,Midwest,2,"$50,000 to $74,999",2,0,One-family detached,Urban,2,7,202204,Thursday,In an urban area,Automobile/car/stationwagon,No,Ford,19,No,,,Gas,2003
9000072820,East North Central,Midwest,2,"$50,000 to $74,999",2,0,One-family detached,Urban,2,7,202204,Thursday,In an urban area,Automobile/car/stationwagon,No,Ford,40,No,,,Gas,1982
9000072834,South Atlantic,South,3,"$50,000 to $74,999",3,2,One-family detached,Urban,3,3,202205,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Mitsubishi,8,Yes,,,Gas,2014
9000072834,South Atlantic,South,3,"$50,000 to $74,999",3,2,One-family detached,Urban,3,3,202205,Sunday,In an urban area,Motorcycle/Moped,No,Suppressed for confidential reason,26,No,,,Gas,1996
9000072834,South Atlantic,South,3,"$50,000 to $74,999",3,2,One-family detached,Urban,3,3,202205,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,KIA,1,No,,,Gas,2021
9000072843,South Atlantic,South,2,"$25,000 to $34,999",7,2,Mobile home,Rural,2,1,202205,Wednesday,Not in an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,17,No,,,Gas,2005
9000072849,West South Central,South,1,"Less than $10,000",1,0,"Townhome, Condo",Urban,1,1,202204,Thursday,In an urban area,Automobile/car/stationwagon,No,Honda,7,No,,,Diesel,2015
9000072853,West North Central,Midwest,2,"$35,000 to $49,999",2,0,"Townhome, Condo",Urban,2,1,202205,Sunday,In an urban area,Van (Minivan/Cargo/Passenger),No,Chevrolet,7,No,,,Gas,2015
9000072855,East South Central,South,2,"$75,000 to $99,999",3,2,One-family detached,Urban,2,2,202205,Thursday,In an urban area,Pickup Truck,No,Other make,5,No,,,Gas,2017
9000072855,East South Central,South,2,"$75,000 to $99,999",3,2,One-family detached,Urban,2,2,202205,Thursday,In an urban area,Automobile/car/stationwagon,No,KIA,3,No,,,Gas,2019
9000072870,Middle Atlantic,Northeast,2,"$75,000 to $99,999",2,2,Building with 2 or more apartments,Urban,2,2,202205,Monday,In an urban area,Automobile/car/stationwagon,No,Ford,1,No,,,Gas,2021
9000072870,Middle Atlantic,Northeast,2,"$75,000 to $99,999",2,2,Building with 2 or more apartments,Urban,2,2,202205,Monday,In an urban area,Automobile/car/stationwagon,No,Dodge,9,No,,,Gas,2013
9000072879,Pacific,West,2,"$35,000 to $49,999",2,0,One-family detached,Urban,2,2,202205,Thursday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,24,No,,,Gas,1998
9000072879,Pacific,West,2,"$35,000 to $49,999",2,0,One-family detached,Urban,2,2,202205,Thursday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Acura,15,No,,,Gas,2007
9000072910,East North Central,Midwest,1,"$50,000 to $74,999",2,2,Building with 2 or more apartments,Urban,2,1,202205,Sunday,In an urban area,Automobile/car/stationwagon,No,Toyota,4,No,,,Gas,2018
9000072912,West North Central,Midwest,1,"$15,000 to $24,999",2,0,One-family detached,Urban,2,1,202204,Friday,In an urban area,Automobile/car/stationwagon,No,KIA,3,No,,,Gas,2019
9000072928,East North Central,Midwest,2,"Less than $10,000",2,2,Building with 2 or more apartments,Urban,2,2,202204,Monday,In an urban area,Automobile/car/stationwagon,No,Nissan/Datsun,13,No,,,Gas,2009
9000072928,East North Central,Midwest,2,"Less than $10,000",2,2,Building with 2 or more apartments,Urban,2,2,202204,Monday,In an urban area,Automobile/car/stationwagon,No,Toyota,19,No,,,Gas,2003
9000072964,East North Central,Midwest,2,"$25,000 to $34,999",4,2,One-family detached,Urban,2,2,202204,Thursday,In an urban cluster,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Jeep,8,No,,,Gas,2014
9000072964,East North Central,Midwest,2,"$25,000 to $34,999",4,2,One-family detached,Urban,2,2,202204,Thursday,In an urban cluster,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,18,No,,,Gas,2004
9000072966,Middle Atlantic,Northeast,2,"$175,000 or more",2,1,One-family detached,Urban,2,2,202205,Thursday,In an urban area,Automobile/car/stationwagon,Yes,Lexus,2,No,,,"Hybrid, gas/electric, non plug-in",2020
9000072966,Middle Atlantic,Northeast,2,"$175,000 or more",2,1,One-family detached,Urban,2,2,202205,Thursday,In an urban area,Automobile/car/stationwagon,No,BMV,7,No,,,Gas,2015
9000072972,Mountain,West,1,"$50,000 to $74,999",2,0,One-family detached,Urban,1,2,202206,Sunday,In an urban area,Automobile/car/stationwagon,No,Other make,15,No,,,Uses other fuel,2007
9000072972,Mountain,West,1,"$50,000 to $74,999",2,0,One-family detached,Urban,1,2,202206,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Infiniti,20,No,,,Gas,2002
9000072974,West South Central,South,2,"$35,000 to $49,999",2,2,Building with 2 or more apartments,Urban,2,2,202204,Saturday,In an urban area,Automobile/car/stationwagon,Yes,Ford,10,No,,,"Hybrid, gas/electric, non plug-in",2012
9000072974,West South Central,South,2,"$35,000 to $49,999",2,2,Building with 2 or more apartments,Urban,2,2,202204,Saturday,In an urban area,Automobile/car/stationwagon,Yes,Ford,1,No,,,"Hybrid, gas/electric, non plug-in",2021
9000072993,West South Central,South,2,"$175,000 or more",2,0,One-family detached,Urban,2,3,202204,Friday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Suppressed for confidential reason,1,No,,,Gas,2022
9000072993,West South Central,South,2,"$175,000 or more",2,0,One-family detached,Urban,2,3,202204,Friday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Suppressed for confidential reason,1,No,,,Gas,2021
9000072993,West South Central,South,2,"$175,000 or more",2,0,One-family detached,Urban,2,3,202204,Friday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,11,No,,,Gas,2011
9000072995,South Atlantic,South,1,"$175,000 or more",1,1,One-family detached,Urban,1,1,202204,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Jeep,4,No,,,Gas,2018
9000073000,South Atlantic,South,2,"$50,000 to $74,999",6,1,One-family detached,Urban,2,2,202204,Saturday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Pontiac,13,No,,,Gas,2009
9000073000,South Atlantic,South,2,"$50,000 to $74,999",6,1,One-family detached,Urban,2,2,202204,Saturday,In an urban area,Van (Minivan/Cargo/Passenger),No,Honda,6,No,,,Gas,2016
9000073003,East North Central,Midwest,1,"$75,000 to $99,999",1,1,Building with 2 or more apartments,Urban,1,1,202204,Saturday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Mercedes-Benz,1,No,,,Gas,2021
9000073006,South Atlantic,South,2,"$75,000 to $99,999",2,2,One-family detached,Urban,2,2,202205,Sunday,In an urban area,Automobile/car/stationwagon,No,Hyundai,4,No,,,Gas,2018
9000073006,South Atlantic,South,2,"$75,000 to $99,999",2,2,One-family detached,Urban,2,2,202205,Sunday,In an urban area,Automobile/car/stationwagon,No,Toyota,2,No,,,Gas,2020
9000073008,East South Central,South,2,"$100,000 to $124,999",2,0,One-family detached,Rural,2,2,202205,Wednesday,Not in an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,14,No,,,Gas,2008
9000073008,East South Central,South,2,"$100,000 to $124,999",2,0,One-family detached,Rural,2,2,202205,Wednesday,Not in an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Nissan/Datsun,10,No,,,Gas,2012
9000073029,West North Central,Midwest,1,"$35,000 to $49,999",1,1,"Townhome, Condo",Urban,1,1,202204,Tuesday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Buick/Opel,5,No,,,Gas,2017
9000073040,East North Central,Midwest,1,"$75,000 to $99,999",1,1,One-family detached,Rural,1,4,202204,Tuesday,Not in an urban area,Pickup Truck,No,GMC,27,No,,,Gas,1995
9000073040,East North Central,Midwest,1,"$75,000 to $99,999",1,1,One-family detached,Rural,1,4,202204,Tuesday,Not in an urban area,Pickup Truck,No,Chevrolet,19,No,,,Gas,2003
9000073040,East North Central,Midwest,1,"$75,000 to $99,999",1,1,One-family detached,Rural,1,4,202204,Tuesday,Not in an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Jeep,3,No,,,Gas,2019
9000073040,East North Central,Midwest,1,"$75,000 to $99,999",1,1,One-family detached,Rural,1,4,202204,Tuesday,Not in an urban area,Recreational vehicle (RV)/Motorhome,No,Other make,29,No,,,Gas,1993
9000073041,East North Central,Midwest,1,"$25,000 to $34,999",1,0,Building with 2 or more apartments,Urban,1,1,202204,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,7,No,,,Gas,2015
9000073049,Mountain,West,2,"$150,000 to $174,999",4,2,One-family detached,Urban,2,2,202204,Sunday,In an urban area,Pickup Truck,No,Chevrolet,22,Yes,No,No,Gas,2000
9000073049,Mountain,West,2,"$150,000 to $174,999",4,2,One-family detached,Urban,2,2,202204,Sunday,In an urban area,Automobile/car/stationwagon,No,BMV,17,Yes,No,No,Gas,2005
9000073063,South Atlantic,South,2,"$50,000 to $74,999",2,1,One-family detached,Urban,2,3,202205,Saturday,In an urban area,Pickup Truck,No,GMC,16,No,,,Gas,2006
9000073063,South Atlantic,South,2,"$50,000 to $74,999",2,1,One-family detached,Urban,2,3,202205,Saturday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,3,No,,,Gas,2019
9000073063,South Atlantic,South,2,"$50,000 to $74,999",2,1,One-family detached,Urban,2,3,202205,Saturday,In an urban area,Automobile/car/stationwagon,No,Buick/Opel,7,No,,,Gas,2015
9000073074,Middle Atlantic,Northeast,2,"$75,000 to $99,999",2,0,One-family detached,Urban,2,2,202204,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,1,No,,,Gas,2021
9000073074,Middle Atlantic,Northeast,2,"$75,000 to $99,999",2,0,One-family detached,Urban,2,2,202204,Sunday,In an urban area,Automobile/car/stationwagon,No,Infiniti,14,No,,,Gas,2008
9000073094,South Atlantic,South,2,"$125,000 to $149,999",2,0,One-family detached,Rural,2,4,202204,Sunday,Not in an urban area,Automobile/car/stationwagon,No,Volkswagen,15,No,,,Gas,2007
9000073094,South Atlantic,South,2,"$125,000 to $149,999",2,0,One-family detached,Rural,2,4,202204,Sunday,Not in an urban area,Pickup Truck,No,Nissan/Datsun,29,No,,,Gas,1993
9000073094,South Atlantic,South,2,"$125,000 to $149,999",2,0,One-family detached,Rural,2,4,202204,Sunday,Not in an urban area,Recreational vehicle (RV)/Motorhome,No,Other make,21,No,,,Gas,2001
9000073094,South Atlantic,South,2,"$125,000 to $149,999",2,0,One-family detached,Rural,2,4,202204,Sunday,Not in an urban area,Pickup Truck,No,Chevrolet,15,No,,,Diesel,2007
9000073097,Mountain,West,2,"$175,000 or more",2,0,One-family detached,Urban,2,2,202204,Thursday,In an urban area,Automobile/car/stationwagon,No,Lexus,7,No,,,Gas,2015
9000073097,Mountain,West,2,"$175,000 or more",2,0,One-family detached,Urban,2,2,202204,Thursday,In an urban area,Automobile/car/stationwagon,No,Volvo,12,No,,,Gas,2010
9000073141,West South Central,South,2,"$15,000 to $24,999",2,0,One-family detached,Rural,2,1,202205,Sunday,Not in an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Other make,20,No,,,Gas,2002
9000073146,Pacific,West,2,"$100,000 to $124,999",2,1,One-family detached,Rural,2,2,202205,Saturday,Not in an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,5,No,,,Gas,2017
9000073146,Pacific,West,2,"$100,000 to $124,999",2,1,One-family detached,Rural,2,2,202205,Saturday,Not in an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Toyota,1,Yes,No,No,Gas,2021
9000073153,South Atlantic,South,2,"$15,000 to $24,999",2,0,One-family detached,Urban,2,2,202204,Sunday,In an urban cluster,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Jeep,4,No,,,Gas,2018
9000073153,South Atlantic,South,2,"$15,000 to $24,999",2,0,One-family detached,Urban,2,2,202204,Sunday,In an urban cluster,Pickup Truck,No,Ford,18,No,,,Gas,2004
9000073165,East South Central,South,2,"$100,000 to $124,999",2,2,One-family detached,Rural,2,3,202205,Wednesday,Not in an urban area,Automobile/car/stationwagon,No,Chevrolet,6,No,,,Gas,2016
9000073165,East South Central,South,2,"$100,000 to $124,999",2,2,One-family detached,Rural,2,3,202205,Wednesday,Not in an urban area,Pickup Truck,No,Toyota,1,No,,,Gas,2021
9000073165,East South Central,South,2,"$100,000 to $124,999",2,2,One-family detached,Rural,2,3,202205,Wednesday,Not in an urban area,Pickup Truck,No,Chevrolet,1,Yes,No,No,Gas,2022
9000073166,Middle Atlantic,Northeast,2,"$100,000 to $124,999",2,2,One-family detached,Rural,2,2,202204,Wednesday,Not in an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,GMC,1,No,,,Gas,2021
9000073166,Middle Atlantic,Northeast,2,"$100,000 to $124,999",2,2,One-family detached,Rural,2,2,202204,Wednesday,Not in an urban area,Pickup Truck,No,Other make,4,No,,,Diesel,2018
9000073176,West South Central,South,2,"$25,000 to $34,999",2,0,One-family detached,Urban,2,2,202204,Thursday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Jeep,3,No,,,Gas,2019
9000073176,West South Central,South,2,"$25,000 to $34,999",2,0,One-family detached,Urban,2,2,202204,Thursday,In an urban area,Van (Minivan/Cargo/Passenger),No,Honda,4,No,,,Gas,2018
9000073177,West North Central,Midwest,2,"$150,000 to $174,999",2,1,Building with 2 or more apartments,Urban,2,1,202204,Thursday,In an urban area,Automobile/car/stationwagon,No,Mazda,7,No,,,Gas,2015
9000073179,Pacific,West,2,"$15,000 to $24,999",6,0,"Boat, RV, van, etc.",Urban,4,2,202205,Thursday,In an urban area,Automobile/car/stationwagon,No,Toyota,14,No,,,Gas,2008
9000073179,Pacific,West,2,"$15,000 to $24,999",6,0,"Boat, RV, van, etc.",Urban,4,2,202205,Thursday,In an urban area,Pickup Truck,No,Ford,17,Yes,No,No,Gas,2005
9000073194,South Atlantic,South,2,"$100,000 to $124,999",2,0,One-family detached,Urban,2,2,202204,Tuesday,In an urban area,Automobile/car/stationwagon,No,,17,No,,,Gas,2005
9000073194,South Atlantic,South,2,"$100,000 to $124,999",2,0,One-family detached,Urban,2,2,202204,Tuesday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,GMC,7,No,,,Gas,2015
9000073216,East North Central,Midwest,2,"$125,000 to $149,999",4,2,One-family detached,Urban,2,2,202204,Friday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",Yes,Toyota,7,No,,,"Hybrid, gas/electric, non plug-in",2015
9000073216,East North Central,Midwest,2,"$125,000 to $149,999",4,2,One-family detached,Urban,2,2,202204,Friday,In an urban area,Automobile/car/stationwagon,No,Toyota,11,No,,,Gas,2011
9000073220,West North Central,Midwest,2,"$10,000 to $14,999",2,0,One-family detached,Urban,2,2,202204,Tuesday,In an urban area,Automobile/car/stationwagon,No,Nissan/Datsun,19,No,,,Gas,2003
9000073220,West North Central,Midwest,2,"$10,000 to $14,999",2,0,One-family detached,Urban,2,2,202204,Tuesday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Nissan/Datsun,18,No,,,Gas,2004
9000073226,East North Central,Midwest,2,"$100,000 to $124,999",2,2,One-family detached,Urban,2,2,202205,Sunday,In an urban area,Automobile/car/stationwagon,No,Buick/Opel,4,No,,,Gas,2018
9000073226,East North Central,Midwest,2,"$100,000 to $124,999",2,2,One-family detached,Urban,2,2,202205,Sunday,In an urban area,Pickup Truck,No,Chevrolet,7,No,,,Gas,2015
9000073232,South Atlantic,South,1,"$100,000 to $124,999",1,0,One-family detached,Urban,1,3,202204,Tuesday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,GMC,6,No,,,Gas,2016
9000073232,South Atlantic,South,1,"$100,000 to $124,999",1,0,One-family detached,Urban,1,3,202204,Tuesday,In an urban area,Pickup Truck,No,GMC,30,No,,,Gas,1992
9000073232,South Atlantic,South,1,"$100,000 to $124,999",1,0,One-family detached,Urban,1,3,202204,Tuesday,In an urban area,Motorcycle/Moped,No,Harley-Davidson,19,No,,,Gas,2003
9000073237,South Atlantic,South,2,"$175,000 or more",2,0,One-family detached,Urban,2,2,202204,Monday,In an urban area,Automobile/car/stationwagon,No,Honda,3,No,,,Gas,2019
9000073237,South Atlantic,South,2,"$175,000 or more",2,0,One-family detached,Urban,2,2,202204,Monday,In an urban area,Motorcycle/Moped,No,Other make,9,No,,,Gas,2013
9000073241,South Atlantic,South,1,"$25,000 to $34,999",1,0,One-family detached,Urban,1,1,202205,Monday,In an urban area,Van (Minivan/Cargo/Passenger),No,Dodge,4,No,,,Gas,2018
9000073245,East North Central,Midwest,3,"$10,000 to $14,999",3,3,Building with 2 or more apartments,Urban,3,3,202204,Saturday,In an urban area,Automobile/car/stationwagon,No,Honda,17,No,,,Gas,2005
9000073245,East North Central,Midwest,3,"$10,000 to $14,999",3,3,Building with 2 or more apartments,Urban,3,3,202204,Saturday,In an urban area,Automobile/car/stationwagon,No,Toyota,10,No,,,Gas,2012
9000073245,East North Central,Midwest,3,"$10,000 to $14,999",3,3,Building with 2 or more apartments,Urban,3,3,202204,Saturday,In an urban area,Automobile/car/stationwagon,No,Toyota,20,No,,,Gas,2002
9000073246,South Atlantic,South,2,"$125,000 to $149,999",2,0,One-family detached,Urban,2,2,202205,Monday,In an urban area,Automobile/car/stationwagon,No,Acura,9,No,,,Gas,2013
9000073246,South Atlantic,South,2,"$125,000 to $149,999",2,0,One-family detached,Urban,2,2,202205,Monday,In an urban area,Automobile/car/stationwagon,No,Acura,3,No,,,Gas,2019
9000073272,Pacific,West,2,"$175,000 or more",4,1,One-family detached,Urban,2,2,202204,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Lexus,24,No,,,Gas,1998
9000073272,Pacific,West,2,"$175,000 or more",4,1,One-family detached,Urban,2,2,202204,Sunday,In an urban area,Automobile/car/stationwagon,No,BMV,14,No,,,Gas,2008
9000073275,West South Central,South,2,"$50,000 to $74,999",2,1,One-family detached,Urban,2,2,202205,Tuesday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Nissan/Datsun,6,No,,,Gas,2016
9000073275,West South Central,South,2,"$50,000 to $74,999",2,1,One-family detached,Urban,2,2,202205,Tuesday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Honda,16,No,,,Gas,2006
9000073283,Pacific,West,2,"$75,000 to $99,999",2,0,One-family detached,Urban,2,1,202204,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Honda,4,No,,,Gas,2018
9000073284,Middle Atlantic,Northeast,1,"$50,000 to $74,999",1,0,One-family detached,Urban,1,2,202204,Sunday,In an urban area,Pickup Truck,No,GMC,4,No,,,Gas,2018
9000073284,Middle Atlantic,Northeast,1,"$50,000 to $74,999",1,0,One-family detached,Urban,1,2,202204,Sunday,In an urban area,Automobile/car/stationwagon,No,Suppressed for confidential reason,40,No,,,Gas,1982
9000073300,South Atlantic,South,1,"$50,000 to $74,999",1,1,"Townhome, Condo",Urban,1,1,202205,Friday,In an urban area,Automobile/car/stationwagon,No,Hyundai,1,No,,,Gas,2021
9000073324,Pacific,West,3,"$125,000 to $149,999",6,3,One-family detached,Urban,5,3,202204,Thursday,In an urban area,Automobile/car/stationwagon,No,Other make,19,No,,,Gas,2003
9000073324,Pacific,West,3,"$125,000 to $149,999",6,3,One-family detached,Urban,5,3,202204,Thursday,In an urban area,Automobile/car/stationwagon,No,Other make,3,No,,,Gas,2019
9000073324,Pacific,West,3,"$125,000 to $149,999",6,3,One-family detached,Urban,5,3,202204,Thursday,In an urban area,Pickup Truck,No,Other make,3,No,,,Gas,2019
9000073327,West North Central,Midwest,7,"$15,000 to $24,999",7,5,One-family detached,Urban,7,7,202204,Thursday,In an urban area,Automobile/car/stationwagon,No,Ford,20,No,,,Gas,2002
9000073327,West North Central,Midwest,7,"$15,000 to $24,999",7,5,One-family detached,Urban,7,7,202204,Thursday,In an urban area,Automobile/car/stationwagon,No,Chevrolet,18,Yes,Yes,No,Gas,2004
9000073327,West North Central,Midwest,7,"$15,000 to $24,999",7,5,One-family detached,Urban,7,7,202204,Thursday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Jeep,7,No,,,Gas,2015
9000073327,West North Central,Midwest,7,"$15,000 to $24,999",7,5,One-family detached,Urban,7,7,202204,Thursday,In an urban area,Automobile/car/stationwagon,No,Hyundai,7,No,,,Gas,2015
9000073327,West North Central,Midwest,7,"$15,000 to $24,999",7,5,One-family detached,Urban,7,7,202204,Thursday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Toyota,3,No,,,Gas,2019
9000073327,West North Central,Midwest,7,"$15,000 to $24,999",7,5,One-family detached,Urban,7,7,202204,Thursday,In an urban area,Automobile/car/stationwagon,No,Ford,10,No,,,Gas,2012
9000073327,West North Central,Midwest,7,"$15,000 to $24,999",7,5,One-family detached,Urban,7,7,202204,Thursday,In an urban area,Automobile/car/stationwagon,No,Subaru,12,No,,,Gas,2010
9000073337,East North Central,Midwest,2,"$75,000 to $99,999",2,2,"Townhome, Condo",Urban,2,4,202204,Friday,In an urban area,Automobile/car/stationwagon,No,Pontiac,40,No,,,Gas,1982
9000073337,East North Central,Midwest,2,"$75,000 to $99,999",2,2,"Townhome, Condo",Urban,2,4,202204,Friday,In an urban area,Pickup Truck,No,Ford,23,No,,,Gas,1999
9000073337,East North Central,Midwest,2,"$75,000 to $99,999",2,2,"Townhome, Condo",Urban,2,4,202204,Friday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,11,No,,,Gas,2011
9000073337,East North Central,Midwest,2,"$75,000 to $99,999",2,2,"Townhome, Condo",Urban,2,4,202204,Friday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Mazda,7,No,,,Gas,2015
9000073341,New England,Northeast,1,"$100,000 to $124,999",1,0,Building with 2 or more apartments,Urban,1,1,202205,Sunday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Nissan/Datsun,8,No,,,Gas,2014
9000073352,South Atlantic,South,2,"$100,000 to $124,999",3,0,One-family detached,Urban,2,2,202204,Monday,In an urban area,Pickup Truck,No,Dodge,1,No,,,Gas,2021
9000073352,South Atlantic,South,2,"$100,000 to $124,999",3,0,One-family detached,Urban,2,2,202204,Monday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Ford,9,No,,,Gas,2013
9000073398,Middle Atlantic,Northeast,1,"$15,000 to $24,999",1,0,Building with 2 or more apartments,Urban,1,1,202205,Saturday,In an urban area,Automobile/car/stationwagon,Yes,Toyota,15,No,,,"Hybrid, gas/electric, non plug-in",2007
9000073403,Pacific,West,2,"$175,000 or more",2,2,One-family detached,Rural,2,2,202205,Tuesday,Not in an urban area,Pickup Truck,No,Dodge,10,No,,,Diesel,2012
9000073403,Pacific,West,2,"$175,000 or more",2,2,One-family detached,Rural,2,2,202205,Tuesday,Not in an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,KIA,6,Yes,No,No,Gas,2016
9000073406,South Atlantic,South,2,"$150,000 to $174,999",4,2,One-family detached,Urban,2,2,202204,Friday,In an urban area,Pickup Truck,No,Ford,3,No,,,Gas,2019
9000073406,South Atlantic,South,2,"$150,000 to $174,999",4,2,One-family detached,Urban,2,2,202204,Friday,In an urban area,Van (Minivan/Cargo/Passenger),No,Toyota,4,No,,,Gas,2018
9000073412,Pacific,West,1,"$50,000 to $74,999",1,1,One-family detached,Urban,1,2,202205,Tuesday,In an urban area,"SUV (Santa Fe, Tahoe, Jeep, etc.)",No,Honda,3,No,,,Gas,2019
9000073412,Pacific,West,1,"$50,000 to $74,999",1,1,One-family detached,Urban,1,2,202205,Tuesday,In an urban area,Pickup Truck,No,Ford,23,No,,,Gas,1999
