Time,leader_position(m),follower_position(m),leader_speed(m/s),follower_speed(m/s),leader_acc(m/s^2),follower_acc(m/s^2),trajectory_number
28.6,285.66,272.86,4.633,6.1082,0.73152,0.3048,4
28.7,286.13,273.47,4.7061,6.1387,0.51816,-0.36576,4
28.8,286.6,274.08,4.7579,6.1021,0.21336,-1.3106,4
28.9,287.07,274.69,4.7793,5.971,-0.06096,-2.286,4
29,287.55,275.29,4.7732,5.7424,-0.06096,-2.7737,4
29.1,288.03,275.87,4.7671,5.4651,-5.68E-12,-2.6213,4
29.2,288.5,276.41,4.7671,5.2029,5.68E-12,-2.7432,4
29.3,288.98,276.93,4.7671,4.9286,-5.68E-12,-2.347,4
29.4,289.46,277.43,4.7671,4.6939,-0.03048,-1.2802,4
29.5,289.93,277.89,4.764,4.5659,0.03048,-0.36576,4
29.6,290.41,278.35,4.7671,4.5293,-5.68E-12,0.27432,4
29.7,290.89,278.8,4.7671,4.5568,0.09144,0.21336,4
29.8,291.36,279.26,4.7762,4.5781,-0.03048,-0.06096,4
29.9,291.84,279.72,4.7732,4.572,-0.12192,0,4
30,292.32,280.18,4.761,4.572,-0.39624,0,4
30.1,292.79,280.63,4.7214,4.572,-0.64008,0,4
30.2,293.27,281.09,4.6573,4.572,-0.57912,0,4
30.3,293.73,281.55,4.5994,4.572,-0.36576,-0.03048,4
30.4,294.19,282,4.5629,4.569,-5.68E-12,0.06096,4
30.5,294.65,282.46,4.5629,4.575,0.09144,-0.03048,4
30.6,295.1,282.92,4.572,4.572,0.03048,0,4
30.7,295.56,283.38,4.575,4.572,-0.03048,0,4
30.8,296.02,283.83,4.572,4.572,0,-0.06096,4
30.9,296.48,284.29,4.572,4.5659,0,0.03048,4
31,296.93,284.75,4.572,4.569,0,0.06096,4
31.1,297.39,285.2,4.572,4.575,0,0.27432,4
31.2,297.85,285.66,4.572,4.6025,-0.03048,0.36576,4
31.3,298.31,286.12,4.569,4.6391,0.03048,0.21336,4
31.4,298.76,286.59,4.572,4.6604,0,0.09144,4
31.5,299.22,287.05,4.572,4.6695,0.03048,0,4
31.6,299.68,287.52,4.575,4.6695,-0.03048,-0.03048,4
31.7,300.13,287.99,4.572,4.6665,0,5.68E-12,4
31.8,300.59,288.45,4.572,4.6665,0,-0.03048,4
31.9,301.05,288.92,4.572,4.6634,0,0.03048,4
32,301.51,289.38,4.572,4.6665,0,5.68E-12,4
32.1,301.96,289.85,4.572,4.6665,0,-5.68E-12,4
32.2,302.42,290.32,4.572,4.6665,0,5.68E-12,4
32.3,302.88,290.78,4.572,4.6665,0,0.03048,4
32.4,303.33,291.25,4.572,4.6695,0,-0.03048,4
32.5,303.79,291.72,4.572,4.6665,0,-0.03048,4
32.6,304.25,292.18,4.572,4.6634,0,-0.06096,4
32.7,304.71,292.65,4.572,4.6573,0,-0.33528,4
32.8,305.16,293.12,4.572,4.6238,0,-0.3048,4
32.9,305.62,293.58,4.572,4.5933,-0.03048,-0.21336,4
33,306.08,294.04,4.569,4.572,0.03048,-0.06096,4
33.1,306.53,294.5,4.572,4.5659,0.03048,0.06096,4
33.2,306.99,294.95,4.575,4.572,-0.06096,0,4
33.3,307.45,295.41,4.569,4.572,0.06096,0,4
33.4,307.91,295.87,4.575,4.572,-0.06096,0,4
33.5,308.36,296.32,4.569,4.572,0.06096,0,4
33.6,308.82,296.78,4.575,4.572,-0.06096,0,4
33.7,309.28,297.24,4.569,4.572,0.06096,-0.03048,4
33.8,309.74,297.7,4.575,4.569,-0.06096,0.03048,4
33.9,310.19,298.15,4.569,4.572,0.06096,0.03048,4
34,310.65,298.61,4.575,4.575,-0.06096,-0.06096,4
34.1,311.11,299.07,4.569,4.569,0.06096,0.06096,4
34.2,311.56,299.52,4.575,4.575,-0.03048,-0.06096,4
34.3,312.02,299.98,4.572,4.569,-0.03048,0.06096,4
34.4,312.48,300.44,4.569,4.575,0.03048,-0.06096,4
34.5,312.94,300.9,4.572,4.569,0,0.06096,4
34.6,313.39,301.35,4.572,4.575,0,-0.06096,4
34.7,313.85,301.81,4.572,4.569,0.03048,0.06096,4
34.8,314.31,302.27,4.575,4.575,-0.03048,-0.06096,4
34.9,314.76,302.72,4.572,4.569,-0.03048,0.03048,4
35,315.22,303.18,4.569,4.572,0.06096,0.03048,4
35.1,315.68,303.64,4.575,4.575,-0.06096,-0.03048,4
35.2,316.14,304.1,4.569,4.572,0.06096,0,4
35.3,316.59,304.55,4.575,4.572,-0.06096,0,4
35.4,317.05,305.01,4.569,4.572,0.06096,-0.03048,4
35.5,317.51,305.47,4.575,4.569,-0.06096,0.03048,4
35.6,317.97,305.93,4.569,4.572,0.06096,0.03048,4
35.7,318.42,306.38,4.575,4.575,-0.06096,-0.06096,4
35.8,318.88,306.84,4.569,4.569,0.06096,0.06096,4
35.9,319.34,307.3,4.575,4.575,-0.03048,-0.06096,4
36,319.79,307.75,4.572,4.569,-0.03048,0.06096,4
36.1,320.25,308.21,4.569,4.575,0.03048,-0.06096,4
36.2,320.71,308.67,4.572,4.569,0,0.06096,4
36.3,321.17,309.13,4.572,4.575,0,-0.06096,4
36.4,321.62,309.58,4.572,4.569,0,0.06096,4
36.5,322.08,310.04,4.572,4.575,0,-0.06096,4
36.6,322.54,310.5,4.572,4.569,0,0.06096,4
36.7,322.99,310.95,4.572,4.575,0,-0.03048,4
36.8,323.45,311.41,4.572,4.572,0,-0.03048,4
36.9,323.91,311.87,4.572,4.569,0,0.03048,4
37,324.37,312.33,4.572,4.572,0,0,4
37.1,324.82,312.78,4.572,4.572,0,0,4
37.2,325.28,313.24,4.572,4.572,0,0.03048,4
37.3,325.74,313.7,4.572,4.575,0,-0.03048,4
37.4,326.19,314.15,4.572,4.572,0,0,4
37.5,326.65,314.61,4.572,4.572,0,0,4
37.6,327.11,315.07,4.572,4.572,0,0,4
37.7,327.57,315.53,4.572,4.572,0,0,4
37.8,328.02,315.98,4.572,4.572,0,0,4
37.9,328.48,316.44,4.572,4.572,0,0,4
38,328.94,316.9,4.572,4.572,0,0,4
38.1,329.39,317.36,4.572,4.572,0,0,4
38.2,329.85,317.81,4.572,4.572,0,0,4
38.3,330.31,318.27,4.572,4.572,0,0,4
38.4,330.77,318.73,4.572,4.572,0,0,4
38.5,331.22,319.18,4.572,4.572,-0.06096,0,4
38.6,331.68,319.64,4.5659,4.572,0.21336,0,4
38.7,332.14,320.1,4.5872,4.572,0.24384,0,4
38.8,332.6,320.56,4.6116,4.572,-0.3048,0,4
38.9,333.06,321.01,4.5811,4.572,-1.3716,0,4
39,333.52,321.47,4.444,4.572,-2.5298,0,4
39.1,333.96,321.93,4.191,4.572,-2.4689,0,4
39.2,334.38,322.38,3.9441,4.572,-1.5545,0,4
39.3,334.77,322.84,3.7887,4.572,-0.6096,0,4
39.4,335.15,323.3,3.7277,4.572,0.6096,0,4
39.5,335.53,323.76,3.7887,4.572,1.5545,0,4
39.6,335.9,324.21,3.9441,4.572,2.4689,0,4
39.7,336.3,324.67,4.191,4.572,2.4994,0,4
39.8,336.72,325.13,4.4409,4.572,1.4021,0,4
39.9,337.16,325.58,4.5811,4.572,0.33528,0,4
40,337.62,326.04,4.6147,4.572,-0.3048,0,4
40.1,338.08,326.5,4.5842,4.572,-0.18288,-0.03048,4
40.2,338.54,326.96,4.5659,4.569,0.09144,0.03048,4
40.3,339,327.41,4.575,4.572,-0.06096,0.03048,4
40.4,339.45,327.87,4.569,4.575,0.06096,-0.06096,4
40.5,339.91,328.33,4.575,4.569,-0.06096,0.06096,4
40.6,340.37,328.79,4.569,4.575,0.03048,-0.06096,4
40.7,340.82,329.24,4.572,4.569,0.03048,0.06096,4
40.8,341.28,329.7,4.575,4.575,-0.03048,-0.06096,4
40.9,341.74,330.16,4.572,4.569,0,0.03048,4
41,342.2,330.61,4.572,4.572,-0.06096,0.03048,4
41.1,342.65,331.07,4.5659,4.575,0.03048,-0.03048,4
41.2,343.11,331.53,4.569,4.572,5.68E-12,0,4
41.3,343.57,331.99,4.569,4.572,0.4572,0,4
41.4,344.02,332.44,4.6147,4.572,1.7069,0,4
41.5,344.49,332.9,4.7854,4.572,3.6576,0,4
41.6,344.96,333.36,5.1511,4.572,3.6576,0,4
41.7,345.48,333.81,5.5169,4.572,4.1453,0,4
41.8,346.03,334.27,5.9314,4.572,1.8593,-0.03048,4
41.9,346.62,334.73,6.1173,4.569,0.27432,0.03048,4
42,347.24,335.19,6.1448,4.572,-0.36576,0.03048,4
42.1,347.85,335.64,6.1082,4.575,-0.18288,-0.06096,4
42.2,348.46,336.1,6.0899,4.569,0.06096,0.06096,4
42.3,349.07,336.56,6.096,4.575,0,-0.06096,4
42.4,349.68,337.01,6.096,4.569,0,0.06096,4
42.5,350.29,337.47,6.096,4.575,0,-0.06096,4
42.6,350.9,337.93,6.096,4.569,0,0.06096,4
42.7,351.51,338.39,6.096,4.575,0,-5.68E-12,4
42.8,352.12,338.84,6.096,4.575,0,-0.1524,4
42.9,352.73,339.3,6.096,4.5598,0,-0.39624,4
43,353.34,339.76,6.096,4.5202,0,0.33528,4
43.1,353.95,340.21,6.096,4.5537,0,1.8288,4
43.2,354.56,340.66,6.096,4.7366,0,4.2062,4
43.3,355.17,341.14,6.096,5.1572,0,3.5357,4
43.4,355.78,341.65,6.096,5.5108,0,4.0843,4
43.5,356.39,342.21,6.096,5.9192,0,2.0726,4
43.6,357,342.8,6.096,6.1265,0,0.70104,4
43.7,357.6,343.41,6.096,6.1966,0,-0.24384,4
43.8,358.21,344.03,6.096,6.1722,0,-0.3048,4
43.9,358.82,344.65,6.096,6.1417,0,-0.36576,4
44,359.43,345.26,6.096,6.1051,0,-0.18288,4
44.1,360.04,345.87,6.096,6.0869,0,0.09144,4
44.2,360.65,346.48,6.096,6.096,0,0,4
44.3,361.26,347.09,6.096,6.096,0,0,4
44.4,361.87,347.7,6.096,6.096,0,0,4
44.5,362.48,348.31,6.096,6.096,0,-0.03048,4
44.6,363.09,348.92,6.096,6.093,0,0.03048,4
44.7,363.7,349.53,6.096,6.096,0,0,4
44.8,364.31,350.14,6.096,6.096,0.03048,0,4
44.9,364.92,350.75,6.099,6.096,0,0,4
45,365.53,351.36,6.099,6.096,-0.06096,0.03048,4
45.1,366.14,351.97,6.093,6.099,-0.24384,-0.03048,4
45.2,366.75,352.58,6.0686,6.096,-0.3048,0,4
45.3,367.36,353.19,6.0381,6.096,-0.21336,0,4
45.4,367.96,353.8,6.0168,6.096,-0.09144,0,4
45.5,368.56,354.4,6.0076,6.096,5.68E-12,0,4
45.6,369.16,355.01,6.0076,6.096,0.03048,0,4
45.7,369.76,355.62,6.0107,6.096,0,0,4
45.8,370.36,356.23,6.0107,6.096,5.68E-12,0,4
45.9,370.97,356.84,6.0107,6.096,-0.03048,0,4
46,371.57,357.45,6.0076,6.096,0,0,4
46.1,372.17,358.06,6.0076,6.096,0.09144,0,4
46.2,372.77,358.67,6.0168,6.096,0.21336,0,4
46.3,373.37,359.28,6.0381,6.096,0.3048,0,4
46.4,373.97,359.89,6.0686,6.096,0.21336,0,4
46.5,374.58,360.5,6.0899,6.096,0.12192,0,4
46.6,375.19,361.11,6.1021,6.096,-0.06096,0,4
46.7,375.8,361.72,6.096,6.096,0,0,4
46.8,376.41,362.33,6.096,6.096,0,0,4
46.9,377.02,362.94,6.096,6.096,0,0,4
47,377.63,363.55,6.096,6.096,0,0,4
47.1,378.24,364.16,6.096,6.096,0,0.1524,4
47.2,378.85,364.77,6.096,6.1112,0,0.03048,4
47.3,379.46,365.38,6.096,6.1143,-0.03048,-0.39624,4
47.4,380.07,365.99,6.093,6.0747,0.1524,-0.94488,4
47.5,380.68,366.6,6.1082,5.9802,0.36576,-1.3106,4
47.6,381.29,367.2,6.1448,5.8491,-0.27432,-0.94488,4
47.7,381.9,367.78,6.1173,5.7546,-1.8593,-0.39624,4
47.8,382.51,368.36,5.9314,5.715,-4.2062,0.03048,4
47.9,383.11,368.93,5.5108,5.718,-3.5357,0.1524,4
48,383.66,369.5,5.1572,5.7333,-4.1758,0.03048,4
48.1,384.17,370.07,4.7396,5.7363,-1.8898,-0.03048,4
48.2,384.65,370.65,4.5507,5.7333,-0.3048,-0.12192,4
48.3,385.1,371.22,4.5202,5.7211,0.39624,-0.06096,4
48.4,385.55,371.79,4.5598,5.715,0.1524,0.36576,4
48.5,386.01,372.36,4.575,5.7516,-0.03048,1.0058,4
48.6,386.47,372.94,4.572,5.8522,0.12192,1.2802,4
48.7,386.92,373.52,4.5842,5.9802,-0.24384,0.9144,4
48.8,387.38,374.12,4.5598,6.0716,-0.42672,0.54864,4
48.9,387.84,374.73,4.5171,6.1265,-0.18288,0.33528,4
49,388.29,375.34,4.4988,6.16,0.18288,-0.42672,4
49.1,388.74,375.96,4.5171,6.1173,0.4572,-1.8898,4
49.2,389.19,376.57,4.5629,5.9284,0.18288,-4.1758,4
49.3,389.65,377.16,4.5811,5.5108,-0.09144,-3.5357,4
49.4,390.11,377.71,4.572,5.1572,0,-4.1758,4
49.5,390.56,378.23,4.572,4.7396,0,-1.8898,4
49.6,391.02,378.7,4.572,4.5507,0,-0.3048,4
49.7,391.48,379.16,4.572,4.5202,-0.03048,0.39624,4
49.8,391.94,379.61,4.569,4.5598,0.1524,0.1524,4
49.9,392.39,380.07,4.5842,4.575,0.3048,-5.68E-12,4
50,392.85,380.52,4.6147,4.575,-0.36576,-0.06096,4
50.1,393.31,380.98,4.5781,4.569,-1.7069,0.03048,4
50.2,393.77,381.44,4.4074,4.572,-2.3165,0,4
50.3,394.21,381.9,4.1758,4.572,-1.1887,0,4
50.4,394.63,382.35,4.0569,4.572,1.1582,0,4
50.5,395.03,382.81,4.1727,4.572,2.347,0,4
50.6,395.45,383.27,4.4074,4.572,1.6459,-0.06096,4
50.7,395.89,383.72,4.572,4.5659,0.57912,0.21336,4
50.8,396.35,384.18,4.6299,4.5872,5.68E-12,0.36576,4
50.9,396.81,384.64,4.6299,4.6238,-0.57912,-0.3048,4
51,397.28,385.1,4.572,4.5933,-1.2192,-1.8898,4
51.1,397.73,385.56,4.4501,4.4044,-2.4079,-4.1453,4
51.2,398.18,386,4.2093,3.9898,-2.9261,-3.5966,4
51.3,398.6,386.4,3.9167,3.6302,-2.4689,-4.1453,4
51.4,398.99,386.76,3.6698,3.2156,-1.6154,-1.8898,4
51.5,399.36,387.09,3.5082,3.0267,0.36576,-0.18288,4
51.6,399.71,387.39,3.5448,3.0084,1.6764,0.1524,4
51.7,400.06,387.69,3.7125,3.0236,0.9144,-0.3048,4
51.8,400.43,387.99,3.8039,2.9931,-0.88392,-0.18288,4
51.9,400.81,388.29,3.7155,2.9748,-2.7127,0.18288,4
52,401.19,388.59,3.4442,2.9931,-2.7127,0.42672,4
52.1,401.53,388.89,3.173,3.0358,-1.3411,0.24384,4
52.2,401.85,389.19,3.0389,3.0602,-0.33528,-0.12192,4
52.3,402.15,389.5,3.0053,3.048,0.3048,0,4
52.4,402.45,389.8,3.0358,3.048,0.18288,0,4
52.5,402.76,390.11,3.0541,3.048,-0.06096,0,4
52.6,403.06,390.41,3.048,3.048,0,0,4
52.7,403.37,390.72,3.048,3.048,0,0,4
52.8,403.67,391.02,3.048,3.048,0,0,4
52.9,403.97,391.33,3.048,3.048,-0.06096,-0.03048,4
53,404.28,391.63,3.0419,3.045,0.21336,0.03048,4
53.1,404.58,391.93,3.0632,3.048,0.24384,0,4
53.2,404.89,392.24,3.0876,3.048,-0.33528,0,4
53.3,405.2,392.54,3.0541,3.048,-1.2802,0.03048,4
53.4,405.5,392.85,2.9261,3.051,-2.347,-0.03048,4
53.5,405.8,393.15,2.6914,3.048,-2.7432,0,4
53.6,406.07,393.46,2.4171,3.048,-2.6213,-0.03048,4
53.7,406.31,393.76,2.1549,3.045,-2.7737,0.03048,4
53.8,406.52,394.07,1.8776,3.048,-2.286,0.03048,4
53.9,406.71,394.37,1.649,3.051,-1.3106,-0.03048,4
54,406.88,394.68,1.5179,3.048,-0.36576,0,4
54.1,407.03,394.98,1.4813,3.048,0.3048,0,4
54.2,407.18,395.29,1.5118,3.048,0.18288,-0.03048,4
54.3,407.33,395.59,1.5301,3.045,-0.06096,0.03048,4
54.4,407.48,395.9,1.524,3.048,0,0,4
54.5,407.63,396.2,1.524,3.048,0,0,4
54.6,407.78,396.51,1.524,3.048,0,0,4
54.7,407.94,396.81,1.524,3.048,0,0.03048,4
54.8,408.09,397.12,1.524,3.051,0,-0.03048,4
54.9,408.24,397.42,1.524,3.048,0,0,4
55,408.39,397.73,1.524,3.048,0,-0.03048,4
55.1,408.55,398.03,1.524,3.045,0,0.03048,4
55.2,408.7,398.34,1.524,3.048,0,0.03048,4
55.3,408.85,398.64,1.524,3.051,0,-0.03048,4
55.4,409,398.95,1.524,3.048,0,-0.06096,4
55.5,409.16,399.25,1.524,3.0419,0,0.18288,4
55.6,409.31,399.55,1.524,3.0602,-0.06096,0.39624,4
55.7,409.46,399.86,1.5179,3.0998,0.21336,-0.33528,4
55.8,409.61,400.17,1.5392,3.0663,0.33528,-1.8288,4
55.9,409.77,400.48,1.5728,2.8834,-0.27432,-4.2062,4
56,409.92,400.77,1.5453,2.4628,-1.8593,-3.5357,4
56.1,410.08,401.01,1.3594,2.1092,-4.0234,-4.1758,4
56.2,410.21,401.22,0.95707,1.6916,-4.2672,-1.8898,4
56.3,410.31,401.39,0.53035,1.5027,-2.1641,-0.36576,4
56.4,410.36,401.54,0.31394,1.4661,0.48768,0.57912,4
56.5,410.39,401.69,0.36271,1.524,0.97536,0.57912,4
56.6,410.43,401.84,0.46025,1.5819,-0.6096,-0.36576,4
56.7,410.48,402,0.39929,1.5453,-2.0726,-1.8898,4
56.8,410.52,402.15,0.19202,1.3564,-1.6154,-4.1453,4
56.9,410.54,402.29,0.03048,0.94183,-0.3048,-3.5966,4
57,410.54,402.38,0,0.58217,0,-3.9014,4
57.1,410.54,402.44,0,0.19202,0,-1.7678,4
57.2,410.54,402.46,0,0.01524,0,-0.1524,4
57.3,410.54,402.46,0,0,0,0,4
57.4,410.54,402.46,0,0,0,0,4
57.5,410.54,402.46,0,0,0,0,4
57.6,410.54,402.46,0,0,0,0,4
57.7,410.54,402.46,0,0,0,0,4
57.8,410.54,402.46,0,0,0,0,4
57.9,410.54,402.46,0,0,0,0,4
58,410.54,402.46,0,0,0,0,4
58.1,410.54,402.46,0,0,0,0,4
58.2,410.54,402.46,0,0,0,0,4
58.3,410.54,402.46,0,0,0,0.18288,4
58.4,410.54,402.46,0,0.018288,0,3.1699,4
58.5,410.54,402.46,0,0.33528,0,2.5908,4
58.6,410.54,402.5,0,0.59436,0.64008,1.4021,4
58.7,410.54,402.56,0.064008,0.73457,2.7737,0.64008,4
58.8,410.55,402.63,0.34138,0.79858,1.1278,1.0668,4
58.9,410.58,402.71,0.45415,0.90526,-0.64008,2.3165,4
59,410.63,402.8,0.39014,1.1369,-1.0668,2.5908,4
59.1,410.66,402.91,0.28346,1.396,0.9144,1.3716,4
59.2,410.69,403.05,0.3749,1.5331,2.0726,0.27432,4
59.3,410.73,403.21,0.58217,1.5606,1.4326,-0.09144,4
59.4,410.79,403.36,0.72542,1.5514,0.70104,0.06096,4
59.5,410.86,403.52,0.79553,1.5575,1.0973,-0.27432,4
59.6,410.94,403.67,0.90526,1.5301,2.3165,-1.3106,4
59.7,411.03,403.83,1.1369,1.399,2.5908,-2.3165,4
59.8,411.14,403.97,1.396,1.1674,1.3411,-2.7432,4
59.9,411.28,404.08,1.5301,0.89306,0.36576,-2.6822,4
60,411.44,404.17,1.5667,0.62484,-0.3048,-2.6213,4
60.1,411.59,404.24,1.5362,0.36271,-0.1524,-2.1336,4
60.2,411.75,404.27,1.521,0.14935,0.03048,-1.2192,4
60.3,411.9,404.29,1.524,0.027432,0,-0.27432,4
60.4,412.05,404.29,1.524,0,0,0,4
60.5,412.2,404.29,1.524,0,0.03048,0,4
60.6,412.36,404.29,1.527,0,-0.1524,0,4
60.7,412.51,404.29,1.5118,0,-0.39624,0,4
60.8,412.66,404.29,1.4722,0,0.33528,0,4
60.9,412.81,404.29,1.5057,0,1.8288,0,4
61,412.96,404.29,1.6886,0,4.2062,0,4
61.1,413.13,404.29,2.1092,0,3.5357,0,4
61.2,413.34,404.29,2.4628,0,4.2062,0,4
61.3,413.58,404.29,2.8834,0,1.8288,0,4
61.4,413.87,404.29,3.0663,0,0.33528,0,4
61.5,414.18,404.29,3.0998,0,-0.33528,0,4
61.6,414.49,404.29,3.0663,0,-0.36576,0.4572,4
61.7,414.8,404.29,3.0297,0.04572,-0.3048,5.0597,4
61.8,415.1,404.29,2.9992,0.55169,0.27432,3.4747,4
61.9,415.4,404.35,3.0267,0.89916,1.8898,4.6025,4
62,415.7,404.44,3.2156,1.3594,4.1453,1.9507,4
62.1,416.02,404.58,3.6302,1.5545,3.5662,0.06096,4
62.2,416.39,404.73,3.9868,1.5606,4.1758,-0.73152,4
62.3,416.79,404.89,4.4044,1.4874,1.8898,0.09144,4
62.4,417.23,405.04,4.5933,1.4966,0.3048,1.9507,4
62.5,417.68,405.19,4.6238,1.6916,-0.39624,4.1758,4
62.6,418.15,405.35,4.5842,2.1092,-0.12192,3.5357,4
62.7,418.61,405.57,4.572,2.4628,-0.12192,4.1758,4
62.8,419.06,405.81,4.5598,2.8804,-0.39624,1.9202,4
62.9,419.52,406.1,4.5202,3.0724,0.3048,0.1524,4
63,419.97,406.41,4.5507,3.0876,1.8898,-0.79248,4
63.1,420.43,406.72,4.7396,3.0084,4.1758,0.1524,4
63.2,420.9,407.02,5.1572,3.0236,3.4747,1.9202,4
63.3,421.42,407.32,5.5047,3.2156,4.2977,4.1453,4
63.4,421.97,407.64,5.9345,3.6302,2.6822,3.5662,4
63.5,422.56,408,6.2027,3.9868,0.64008,4.1758,4
63.6,423.18,408.4,6.2667,4.4044,-0.82296,1.8898,4
63.7,423.81,408.84,6.1844,4.5933,-1.2802,0.3048,4
63.8,424.42,409.3,6.0564,4.6238,5.68E-12,-0.36576,4
63.9,425.03,409.76,6.0564,4.5872,2.0726,-0.21336,4
64,425.64,410.22,6.2636,4.5659,4.1453,0.06096,4
64.1,426.26,410.68,6.6782,4.572,3.5662,0,4
64.2,426.93,411.14,7.0348,4.572,4.2062,0,4
64.3,427.63,411.59,7.4554,4.572,1.8593,0,4
64.4,428.38,412.05,7.6413,4.572,0.3048,0.06096,4
64.5,429.14,412.51,7.6718,4.5781,-0.33528,-0.18288,4
64.6,429.91,412.97,7.6383,4.5598,-0.36576,-0.39624,4
64.7,430.67,413.42,7.6017,4.5202,-0.33528,0.3048,4
64.8,431.43,413.87,7.5682,4.5507,0.3048,1.8593,4
64.9,432.19,414.33,7.5987,4.7366,1.8593,4.2062,4
65,432.95,414.8,7.7846,5.1572,4.2062,3.5662,4
65.1,433.73,415.32,8.2052,5.5138,3.5357,4.1453,4
65.2,434.55,415.87,8.5588,5.9284,4.2062,1.8898,4
65.3,435.41,416.46,8.9794,6.1173,1.8593,0.33528,4
65.4,436.3,417.07,9.1653,6.1509,0.3048,-0.54864,4
65.5,437.22,417.69,9.1958,6.096,-0.39624,-0.54864,4
65.6,438.14,418.3,9.1562,6.0411,-0.18288,0.33528,4
65.7,439.06,418.9,9.1379,6.0747,0.06096,1.8898,4
65.8,439.97,419.51,9.144,6.2636,0,4.1453,4
65.9,440.88,420.14,9.144,6.6782,0,3.5357,4
66,441.8,420.81,9.144,7.0317,0,4.2672,4
66.1,442.71,421.51,9.144,7.4585,0.03048,2.7127,4
66.2,443.63,422.25,9.147,7.7297,0,0.64008,4
66.3,444.54,423.03,9.147,7.7937,-0.1524,-0.85344,4
66.4,445.46,423.81,9.1318,7.7084,-0.33528,-1.2802,4
66.5,446.37,424.58,9.0983,7.5804,0.42672,5.68E-12,4
66.6,447.28,425.34,9.141,7.5804,1.6764,2.0422,4
66.7,448.19,426.09,9.3086,7.7846,2.3165,4.2062,4
66.8,449.12,426.87,9.5402,8.2052,1.2497,3.5357,4
66.9,450.08,427.69,9.6652,8.5588,-1.3716,4.2062,4
67,451.05,428.55,9.528,8.9794,-2.6213,1.8593,4
67.1,452,429.45,9.2659,9.1653,-1.3716,0.3048,4
67.2,452.92,430.36,9.1288,9.1958,0.97536,-0.39624,4
67.3,453.84,431.28,9.2263,9.1562,2.987,-0.18288,4
67.4,454.76,432.2,9.525,9.1379,2.9261,0.12192,4
67.5,455.71,433.11,9.8176,9.1501,0.762,-0.18288,4
67.6,456.69,434.03,9.8938,9.1318,-0.48768,-0.39624,4
67.7,457.68,434.94,9.845,9.0922,-1.7678,0.3048,4
67.8,458.67,435.85,9.6683,9.1227,-1.463,1.8898,4
67.9,459.64,436.76,9.522,9.3116,-0.42672,4.1453,4
68,460.59,437.69,9.4793,9.7262,-0.57912,3.5966,4
68.1,461.54,438.67,9.4214,10.086,0.1524,4.1453,4
68.2,462.48,439.67,9.4366,10.5,0.70104,1.8898,4
68.3,463.42,440.72,9.5067,10.689,0.82296,0.3048,4
68.4,464.37,441.79,9.589,10.72,0.94488,-0.39624,4
68.5,465.33,442.86,9.6835,10.68,0.09144,-0.18288,4
68.6,466.3,443.93,9.6926,10.662,-0.24384,0.06096,4
68.7,467.27,445,9.6683,10.668,-0.03048,0,4
68.8,468.23,446.07,9.6652,10.668,0.21336,-0.03048,4
68.9,469.2,447.13,9.6865,10.665,0.06096,0.1524,4
69,470.17,448.2,9.6926,10.68,-0.51816,0.3048,4
69.1,471.14,449.27,9.6408,10.711,-1.4326,-0.42672,4
69.2,472.1,450.34,9.4976,10.668,-1.8288,-1.4935,4
69.3,473.05,451.41,9.3147,10.519,-1.4326,-2.1031,4
69.4,473.98,452.46,9.1714,10.308,-0.51816,-1.4326,4
69.5,474.9,453.49,9.1196,10.165,0.06096,-0.03048,4
69.6,475.81,454.5,9.1257,10.162,0.1524,-0.09144,4
69.7,476.73,455.52,9.141,10.153,0.06096,-1.1582,4
69.8,477.64,456.54,9.147,10.037,-0.03048,-2.3165,4
69.9,478.56,457.54,9.144,9.8054,0,-2.7737,4
70,479.47,458.52,9.144,9.528,0,-3.0785,4
70.1,480.38,459.47,9.144,9.2202,-0.03048,-2.347,4
70.2,481.3,460.39,9.141,8.9855,0.03048,-0.03048,4
70.3,482.21,461.29,9.144,8.9825,0,2.4689,4
70.4,483.13,462.19,9.144,9.2293,0.06096,3.5662,4
70.5,484.04,463.11,9.1501,9.586,-0.18288,2.225,4
70.6,484.96,464.07,9.1318,9.8085,-0.3048,0.42672,4
70.7,485.87,465.05,9.1013,9.8511,0.36576,-0.06096,4
70.8,486.78,466.04,9.1379,9.845,1.3106,-0.24384,4
70.9,487.69,467.02,9.269,9.8207,2.3165,0,4
71,488.62,468.01,9.5006,9.8207,2.225,0.24384,4
71.1,489.57,468.99,9.7231,9.845,4.2672,0.09144,4
71.2,490.54,469.97,10.15,9.8542,3.6881,-0.70104,4
71.3,491.56,470.96,10.519,9.7841,3.81,-1.7983,4
71.4,492.61,471.94,10.9,9.6042,0.42672,-2.4384,4
71.5,493.7,472.9,10.942,9.3604,-1.8288,-1.7983,4
71.6,494.79,473.83,10.759,9.1806,-1.3411,-0.70104,4
71.7,495.87,474.75,10.625,9.1105,0.36576,0.09144,4
71.8,496.93,475.66,10.662,9.1196,0.06096,0.21336,4
71.9,498,476.57,10.668,9.141,0,0.06096,4
72,499.07,477.49,10.668,9.147,-0.03048,-0.03048,4
72.1,500.13,478.4,10.665,9.144,0.03048,0,4
72.2,501.2,479.32,10.668,9.144,-0.03048,0,4
72.3,502.27,480.23,10.665,9.144,0.06096,0,4
72.4,503.33,481.15,10.671,9.144,-0.18288,0,4
72.5,504.4,482.06,10.653,9.144,-0.33528,0,4
72.6,505.46,482.97,10.619,9.144,0.27432,0,4
